Year,Month,Store,Store_Type,Dept,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,IsHoliday,Total_Sales
2011,2,15,B,46,NA,NA,NA,NA,NA,true,11566.17
2011,2,17,B,1,NA,NA,NA,NA,NA,true,34220.34
2010,2,17,B,22,NA,NA,NA,NA,NA,true,7259.16
2011,2,18,B,38,NA,NA,NA,NA,NA,true,69964.91
2010,2,19,A,91,NA,NA,NA,NA,NA,true,66649.05
2011,2,22,B,38,NA,NA,NA,NA,NA,true,66655.48
2010,2,22,B,90,NA,NA,NA,NA,NA,true,22971.18
2010,2,27,A,9,NA,NA,NA,NA,NA,true,15070.79
2011,2,15,B,11,NA,NA,NA,NA,NA,true,10330.72
2010,2,17,B,29,NA,NA,NA,NA,NA,true,3495.23
2011,2,17,B,60,NA,NA,NA,NA,NA,true,413.6
2011,2,21,B,10,NA,NA,NA,NA,NA,true,14615.9
2010,2,21,B,38,NA,NA,NA,NA,NA,true,35528.41
2011,2,21,B,55,NA,NA,NA,NA,NA,true,8758.24
2010,2,23,B,3,NA,NA,NA,NA,NA,true,17989.26
2011,2,23,B,54,NA,NA,NA,NA,NA,true,113.92
2010,2,26,A,67,NA,NA,NA,NA,NA,true,11828.19
2010,2,27,A,50,NA,NA,NA,NA,NA,true,2952.0
2010,2,27,A,54,NA,NA,NA,NA,NA,true,47.0
2011,2,15,B,33,NA,NA,NA,NA,NA,true,3781.75
2011,2,20,A,34,NA,NA,NA,NA,NA,true,21288.17
2011,2,21,B,41,NA,NA,NA,NA,NA,true,7137.0
2011,2,24,A,7,NA,NA,NA,NA,NA,true,20622.7
2011,2,24,A,31,NA,NA,NA,NA,NA,true,1699.04
2011,2,27,A,4,NA,NA,NA,NA,NA,true,37874.12
2010,2,27,A,18,NA,NA,NA,NA,NA,true,14685.9
2010,2,27,A,95,NA,NA,NA,NA,NA,true,118465.54
2010,2,16,B,38,NA,NA,NA,NA,NA,true,43115.55
2010,2,18,B,4,NA,NA,NA,NA,NA,true,27840.42
2010,2,22,B,17,NA,NA,NA,NA,NA,true,17336.23
2011,2,24,A,97,NA,NA,NA,NA,NA,true,18556.25
2011,2,15,B,26,NA,NA,NA,NA,NA,true,5221.65
2011,2,16,B,33,NA,NA,NA,NA,NA,true,1999.97
2010,2,16,B,42,NA,NA,NA,NA,NA,true,2460.85
2011,2,17,B,24,NA,NA,NA,NA,NA,true,3852.78
2010,2,19,A,7,NA,NA,NA,NA,NA,true,24298.19
2010,2,19,A,29,NA,NA,NA,NA,NA,true,7948.98
2011,2,20,A,90,NA,NA,NA,NA,NA,true,103204.45
2011,2,21,B,13,NA,NA,NA,NA,NA,true,28605.37
2011,2,24,A,41,NA,NA,NA,NA,NA,true,807.0
2010,2,17,B,30,NA,NA,NA,NA,NA,true,2319.44
2011,2,18,B,17,NA,NA,NA,NA,NA,true,16975.22
2011,2,21,B,27,NA,NA,NA,NA,NA,true,2062.84
2010,2,21,B,35,NA,NA,NA,NA,NA,true,2448.0
2011,2,22,B,14,NA,NA,NA,NA,NA,true,16784.79
2011,2,16,B,19,NA,NA,NA,NA,NA,true,1317.03
2010,2,16,B,67,NA,NA,NA,NA,NA,true,6856.5
2010,2,20,A,11,NA,NA,NA,NA,NA,true,33919.29
2011,2,20,A,44,NA,NA,NA,NA,NA,true,8417.86
2011,2,20,A,82,NA,NA,NA,NA,NA,true,31433.69
2011,2,23,B,8,NA,NA,NA,NA,NA,true,34344.71
2010,2,24,A,9,NA,NA,NA,NA,NA,true,11495.58
2010,2,25,B,32,NA,NA,NA,NA,NA,true,4792.26
2010,2,27,A,4,NA,NA,NA,NA,NA,true,37156.14
2010,2,27,A,23,NA,NA,NA,NA,NA,true,30776.71
2011,2,14,A,92,NA,NA,NA,NA,NA,true,189115.49
2011,2,16,B,85,NA,NA,NA,NA,NA,true,2068.84
2011,2,17,B,79,NA,NA,NA,NA,NA,true,25105.35
2010,2,18,B,42,NA,NA,NA,NA,NA,true,5064.06
2010,2,22,B,8,NA,NA,NA,NA,NA,true,37039.3
2011,2,23,B,35,NA,NA,NA,NA,NA,true,4220.46
2011,2,16,B,23,NA,NA,NA,NA,NA,true,9951.38
2011,2,16,B,52,NA,NA,NA,NA,NA,true,1300.99
2011,2,19,A,31,NA,NA,NA,NA,NA,true,2892.59
2010,2,21,B,81,NA,NA,NA,NA,NA,true,4222.08
2010,2,24,A,18,NA,NA,NA,NA,NA,true,7312.6
2010,2,24,A,42,NA,NA,NA,NA,NA,true,4442.34
2010,2,24,A,52,NA,NA,NA,NA,NA,true,2005.7
2010,2,24,A,60,NA,NA,NA,NA,NA,true,7.0
2011,2,25,B,49,NA,NA,NA,NA,NA,true,11341.48
2011,2,25,B,81,NA,NA,NA,NA,NA,true,7420.72
2010,2,25,B,94,NA,NA,NA,NA,NA,true,1260.0
2011,2,26,A,25,NA,NA,NA,NA,NA,true,3850.96
2010,2,27,A,33,NA,NA,NA,NA,NA,true,9486.42
2011,2,14,A,58,NA,NA,NA,NA,NA,true,11685.0
2011,2,14,A,82,NA,NA,NA,NA,NA,true,23787.95
2011,2,14,A,95,NA,NA,NA,NA,NA,true,147752.49
2011,2,15,B,14,NA,NA,NA,NA,NA,true,12340.11
2011,2,15,B,54,NA,NA,NA,NA,NA,true,15.0
2011,2,16,B,6,NA,NA,NA,NA,NA,true,6831.86
2011,2,21,B,42,NA,NA,NA,NA,NA,true,3584.41
2010,2,22,B,1,NA,NA,NA,NA,NA,true,36372.35
2011,2,23,B,82,NA,NA,NA,NA,NA,true,17755.16
2010,2,25,B,26,NA,NA,NA,NA,NA,true,3235.17
2010,2,26,A,11,NA,NA,NA,NA,NA,true,13942.61
2010,2,26,A,83,NA,NA,NA,NA,NA,true,3904.76
2010,2,27,A,1,NA,NA,NA,NA,NA,true,50566.61
2010,2,27,A,32,NA,NA,NA,NA,NA,true,7987.35
2010,2,27,A,59,NA,NA,NA,NA,NA,true,706.63
2010,2,14,A,95,NA,NA,NA,NA,NA,true,114381.3
2010,2,15,B,5,NA,NA,NA,NA,NA,true,20604.5
2010,2,17,B,28,NA,NA,NA,NA,NA,true,1840.77
2010,2,19,A,10,NA,NA,NA,NA,NA,true,21209.15
2010,2,19,A,32,NA,NA,NA,NA,NA,true,12544.74
2010,2,21,B,29,NA,NA,NA,NA,NA,true,6185.78
2010,2,21,B,97,NA,NA,NA,NA,NA,true,3128.81
2010,2,23,B,23,NA,NA,NA,NA,NA,true,40545.09
2010,2,23,B,85,NA,NA,NA,NA,NA,true,4952.66
2010,2,23,B,95,NA,NA,NA,NA,NA,true,50190.34
2011,2,24,A,50,NA,NA,NA,NA,NA,true,1580.0
2010,2,24,A,71,NA,NA,NA,NA,NA,true,9826.42
2010,2,25,B,17,NA,NA,NA,NA,NA,true,7653.6
2010,2,26,A,25,NA,NA,NA,NA,NA,true,4155.25
2011,2,27,A,41,NA,NA,NA,NA,NA,true,1739.5
2011,2,16,B,1,NA,NA,NA,NA,NA,true,16305.74
2010,2,18,B,46,NA,NA,NA,NA,NA,true,25347.51
2010,2,19,A,52,NA,NA,NA,NA,NA,true,1803.68
2010,2,21,B,67,NA,NA,NA,NA,NA,true,11110.42
2011,2,22,B,29,NA,NA,NA,NA,NA,true,9919.22
2011,2,25,B,41,NA,NA,NA,NA,NA,true,6946.02
2011,2,27,A,19,NA,NA,NA,NA,NA,true,217.33
2010,2,27,A,28,NA,NA,NA,NA,NA,true,919.07
2010,2,17,B,19,NA,NA,NA,NA,NA,true,3762.38
2010,2,18,B,36,NA,NA,NA,NA,NA,true,1697.0
2010,2,19,A,80,NA,NA,NA,NA,NA,true,22408.25
2011,2,23,B,52,NA,NA,NA,NA,NA,true,2330.04
2011,2,25,B,56,NA,NA,NA,NA,NA,true,793.81
2010,2,26,A,7,NA,NA,NA,NA,NA,true,12302.88
2010,2,26,A,10,NA,NA,NA,NA,NA,true,7867.33
2010,2,26,A,44,NA,NA,NA,NA,NA,true,4131.64
2011,2,26,A,98,NA,NA,NA,NA,NA,true,8516.28
2010,2,16,B,7,NA,NA,NA,NA,NA,true,11403.49
2011,2,19,A,1,NA,NA,NA,NA,NA,true,31068.4
2010,2,19,A,87,NA,NA,NA,NA,NA,true,19398.59
2010,2,22,B,33,NA,NA,NA,NA,NA,true,7173.77
2010,2,22,B,94,NA,NA,NA,NA,NA,true,252.5
2010,2,24,A,45,NA,NA,NA,NA,NA,true,11.47
2010,2,25,B,36,NA,NA,NA,NA,NA,true,452.0
2011,2,25,B,87,NA,NA,NA,NA,NA,true,4948.35
2010,2,15,B,8,NA,NA,NA,NA,NA,true,20920.04
2011,2,16,B,51,NA,NA,NA,NA,NA,true,1.16
2011,2,17,B,3,NA,NA,NA,NA,NA,true,15614.08
2010,2,18,B,5,NA,NA,NA,NA,NA,true,30452.17
2010,2,20,A,38,NA,NA,NA,NA,NA,true,96517.75
2010,2,21,B,30,NA,NA,NA,NA,NA,true,5099.5
2011,2,22,B,6,NA,NA,NA,NA,NA,true,4628.91
2010,2,23,B,52,NA,NA,NA,NA,NA,true,4826.11
2011,2,25,B,79,NA,NA,NA,NA,NA,true,9078.91
2010,2,27,A,67,NA,NA,NA,NA,NA,true,22581.99
2010,2,25,B,41,NA,NA,NA,NA,NA,true,823.92
2010,2,14,A,98,NA,NA,NA,NA,NA,true,18099.1
2010,2,23,B,79,NA,NA,NA,NA,NA,true,35358.42
2011,2,24,A,20,NA,NA,NA,NA,NA,true,4496.61
2011,2,24,A,91,NA,NA,NA,NA,NA,true,64657.28
2011,2,27,A,20,NA,NA,NA,NA,NA,true,9232.36
2010,2,16,B,31,NA,NA,NA,NA,NA,true,1040.0
2011,2,16,B,82,NA,NA,NA,NA,NA,true,8228.24
2010,2,17,B,34,NA,NA,NA,NA,NA,true,8523.6
2011,2,18,B,11,NA,NA,NA,NA,NA,true,19315.07
2011,2,18,B,81,NA,NA,NA,NA,NA,true,12828.63
2010,2,19,A,50,NA,NA,NA,NA,NA,true,1195.0
2010,2,19,A,81,NA,NA,NA,NA,NA,true,20979.72
2011,2,20,A,21,NA,NA,NA,NA,NA,true,13128.7
2010,2,26,A,55,NA,NA,NA,NA,NA,true,12524.34
2010,2,27,A,17,NA,NA,NA,NA,NA,true,20899.77
2010,2,18,B,56,NA,NA,NA,NA,NA,true,1257.04
2010,2,19,A,1,NA,NA,NA,NA,NA,true,40188.68
2010,2,19,A,44,NA,NA,NA,NA,NA,true,5540.84
2010,2,19,A,83,NA,NA,NA,NA,NA,true,6498.93
2011,2,21,B,18,NA,NA,NA,NA,NA,true,8004.74
2010,2,21,B,22,NA,NA,NA,NA,NA,true,11749.46
2010,2,24,A,25,NA,NA,NA,NA,NA,true,8411.5
2010,2,24,A,33,NA,NA,NA,NA,NA,true,6788.62
2011,2,24,A,56,NA,NA,NA,NA,NA,true,1108.79
2011,2,24,A,93,NA,NA,NA,NA,NA,true,40628.24
2010,2,25,B,51,NA,NA,NA,NA,NA,true,11.0
2010,2,15,B,32,NA,NA,NA,NA,NA,true,8333.69
2011,2,18,B,18,NA,NA,NA,NA,NA,true,9477.09
2010,2,18,B,27,NA,NA,NA,NA,NA,true,3527.5
2010,2,20,A,41,NA,NA,NA,NA,NA,true,2421.52
2011,2,20,A,60,NA,NA,NA,NA,NA,true,531.4
2011,2,21,B,30,NA,NA,NA,NA,NA,true,4310.56
2010,2,21,B,82,NA,NA,NA,NA,NA,true,14176.96
2011,2,23,B,32,NA,NA,NA,NA,NA,true,11908.88
2010,2,25,B,22,NA,NA,NA,NA,NA,true,3954.59
2011,2,25,B,30,NA,NA,NA,NA,NA,true,1821.36
2011,2,27,A,3,NA,NA,NA,NA,NA,true,13823.09
2010,2,14,A,71,NA,NA,NA,NA,NA,true,14362.58
2010,2,15,B,41,NA,NA,NA,NA,NA,true,724.0
2010,2,17,B,7,NA,NA,NA,NA,NA,true,12589.82
2011,2,17,B,81,NA,NA,NA,NA,NA,true,12416.65
2011,2,19,A,29,NA,NA,NA,NA,NA,true,6075.86
2011,2,25,B,8,NA,NA,NA,NA,NA,true,26630.97
2010,2,16,B,17,NA,NA,NA,NA,NA,true,7702.94
2011,2,16,B,25,NA,NA,NA,NA,NA,true,4556.23
2010,2,18,B,6,NA,NA,NA,NA,NA,true,6760.67
2010,2,20,A,59,NA,NA,NA,NA,NA,true,1292.72
2010,2,21,B,9,NA,NA,NA,NA,NA,true,14180.16
2010,2,21,B,32,NA,NA,NA,NA,NA,true,10281.66
2010,2,22,B,24,NA,NA,NA,NA,NA,true,7436.09
2011,2,26,A,74,NA,NA,NA,NA,NA,true,7482.98
2011,2,27,A,74,NA,NA,NA,NA,NA,true,26272.36
2010,2,15,B,94,NA,NA,NA,NA,NA,true,797.5
2011,2,17,B,42,NA,NA,NA,NA,NA,true,2722.25
2011,2,17,B,98,NA,NA,NA,NA,NA,true,162.9
2011,2,18,B,10,NA,NA,NA,NA,NA,true,17946.77
2010,2,18,B,31,NA,NA,NA,NA,NA,true,3459.42
2010,2,19,A,24,NA,NA,NA,NA,NA,true,6330.94
2011,2,20,A,8,NA,NA,NA,NA,NA,true,70489.13
2010,2,21,B,4,NA,NA,NA,NA,NA,true,18757.77
2010,2,23,B,67,NA,NA,NA,NA,NA,true,26880.37
2011,2,24,A,29,NA,NA,NA,NA,NA,true,5311.13
2011,2,25,B,74,NA,NA,NA,NA,NA,true,8129.9
2011,2,27,A,16,NA,NA,NA,NA,NA,true,11059.48
2011,2,16,B,35,NA,NA,NA,NA,NA,true,657.0
2010,2,16,B,52,NA,NA,NA,NA,NA,true,2213.9
2010,2,18,B,21,NA,NA,NA,NA,NA,true,7126.34
2010,2,18,B,59,NA,NA,NA,NA,NA,true,810.05
2011,2,20,A,23,NA,NA,NA,NA,NA,true,35318.64
2010,2,27,A,41,NA,NA,NA,NA,NA,true,1029.24
2011,2,27,A,72,NA,NA,NA,NA,NA,true,73059.32
2010,2,15,B,56,NA,NA,NA,NA,NA,true,1053.2
2010,2,16,B,16,NA,NA,NA,NA,NA,true,2217.5
2010,2,18,B,25,NA,NA,NA,NA,NA,true,14174.63
2011,2,18,B,49,NA,NA,NA,NA,NA,true,13227.69
2010,2,20,A,49,NA,NA,NA,NA,NA,true,15256.0
2011,2,20,A,98,NA,NA,NA,NA,NA,true,25907.87
2011,2,26,A,82,NA,NA,NA,NA,NA,true,13451.28
2010,2,27,A,38,NA,NA,NA,NA,NA,true,36882.71
2010,2,16,B,98,NA,NA,NA,NA,NA,true,210.0
2010,2,18,B,11,NA,NA,NA,NA,NA,true,21359.94
2010,2,18,B,29,NA,NA,NA,NA,NA,true,10632.68
2010,2,20,A,16,NA,NA,NA,NA,NA,true,14294.06
2010,2,22,B,11,NA,NA,NA,NA,NA,true,12793.45
2010,2,15,B,7,NA,NA,NA,NA,NA,true,16078.79
2010,2,15,B,54,NA,NA,NA,NA,NA,true,60.0
2011,2,16,B,31,NA,NA,NA,NA,NA,true,897.25
2011,2,18,B,3,NA,NA,NA,NA,NA,true,14007.89
2010,2,18,B,98,NA,NA,NA,NA,NA,true,581.33
2011,2,19,A,51,NA,NA,NA,NA,NA,true,10.72
2010,2,20,A,30,NA,NA,NA,NA,NA,true,7138.63
2011,2,24,A,23,NA,NA,NA,NA,NA,true,21827.9
2011,2,24,A,85,NA,NA,NA,NA,NA,true,1136.27
2010,2,24,A,90,NA,NA,NA,NA,NA,true,75151.67
2010,2,24,A,98,NA,NA,NA,NA,NA,true,12378.36
2011,2,16,B,60,NA,NA,NA,NA,NA,true,184.8
2010,2,19,A,42,NA,NA,NA,NA,NA,true,5120.83
2011,2,19,A,54,NA,NA,NA,NA,NA,true,4.88
2011,2,19,A,96,NA,NA,NA,NA,NA,true,14904.38
2011,2,20,A,54,NA,NA,NA,NA,NA,true,360.0
2011,2,21,B,35,NA,NA,NA,NA,NA,true,2649.91
2011,2,22,B,22,NA,NA,NA,NA,NA,true,12277.46
2011,2,22,B,31,NA,NA,NA,NA,NA,true,1549.82
2011,2,26,A,7,NA,NA,NA,NA,NA,true,10379.33
2011,2,26,A,9,NA,NA,NA,NA,NA,true,7865.06
2011,2,16,B,71,NA,NA,NA,NA,NA,true,2061.48
2011,2,20,A,24,NA,NA,NA,NA,NA,true,8064.5
2011,2,22,B,4,NA,NA,NA,NA,NA,true,32259.04
2010,2,22,B,35,NA,NA,NA,NA,NA,true,1966.0
2011,2,22,B,58,NA,NA,NA,NA,NA,true,1345.0
2011,2,22,B,81,NA,NA,NA,NA,NA,true,11699.8
2010,2,23,B,97,NA,NA,NA,NA,NA,true,3889.65
2010,2,24,A,92,NA,NA,NA,NA,NA,true,130761.81
2011,2,25,B,7,NA,NA,NA,NA,NA,true,9824.04
2011,2,25,B,33,NA,NA,NA,NA,NA,true,2853.89
2010,2,25,B,97,NA,NA,NA,NA,NA,true,2608.37
2011,2,26,A,42,NA,NA,NA,NA,NA,true,2207.7
2010,2,26,A,92,NA,NA,NA,NA,NA,true,88291.71
2011,2,27,A,79,NA,NA,NA,NA,NA,true,32337.19
2010,2,15,B,97,NA,NA,NA,NA,NA,true,1986.32
2011,2,16,B,36,NA,NA,NA,NA,NA,true,1826.8
2011,2,20,A,50,NA,NA,NA,NA,NA,true,4588.07
2011,2,21,B,94,NA,NA,NA,NA,NA,true,7.47
2011,2,22,B,35,NA,NA,NA,NA,NA,true,3171.7
2011,2,22,B,95,NA,NA,NA,NA,NA,true,56331.91
2010,2,23,B,92,NA,NA,NA,NA,NA,true,44063.81
2011,2,24,A,14,NA,NA,NA,NA,NA,true,14488.23
2011,2,26,A,1,NA,NA,NA,NA,NA,true,22235.79
2011,2,26,A,28,NA,NA,NA,NA,NA,true,430.8
2010,2,17,B,48,NA,NA,NA,NA,NA,true,801.0
2011,2,19,A,11,NA,NA,NA,NA,NA,true,18747.11
2010,2,22,B,3,NA,NA,NA,NA,NA,true,9523.44
2011,2,17,B,36,NA,NA,NA,NA,NA,true,627.5
2010,2,17,B,94,NA,NA,NA,NA,NA,true,835.0
2011,2,20,A,48,NA,NA,NA,NA,NA,true,989.99
2011,2,21,B,81,NA,NA,NA,NA,NA,true,6459.19
2011,2,22,B,11,NA,NA,NA,NA,NA,true,10894.94
2011,2,23,B,28,NA,NA,NA,NA,NA,true,1040.95
2010,2,25,B,59,NA,NA,NA,NA,NA,true,615.02
2011,2,15,B,44,NA,NA,NA,NA,NA,true,3134.07
2010,2,17,B,5,NA,NA,NA,NA,NA,true,24537.73
2010,2,18,B,67,NA,NA,NA,NA,NA,true,18845.98
2010,2,18,B,72,NA,NA,NA,NA,NA,true,114262.07
2010,2,18,B,79,NA,NA,NA,NA,NA,true,26535.27
2011,2,18,B,85,NA,NA,NA,NA,NA,true,1305.7
2011,2,19,A,14,NA,NA,NA,NA,NA,true,17532.77
2011,2,19,A,90,NA,NA,NA,NA,NA,true,73564.22
2011,2,21,B,7,NA,NA,NA,NA,NA,true,13852.93
2011,2,21,B,60,NA,NA,NA,NA,NA,true,167.2
2011,2,23,B,25,NA,NA,NA,NA,NA,true,10620.27
2010,2,23,B,51,NA,NA,NA,NA,NA,true,55.56
2010,2,24,A,5,NA,NA,NA,NA,NA,true,37203.4
2011,2,25,B,2,NA,NA,NA,NA,NA,true,32409.79
2011,2,25,B,28,NA,NA,NA,NA,NA,true,587.57
2011,2,27,A,71,NA,NA,NA,NA,NA,true,10679.3
2010,2,16,B,90,NA,NA,NA,NA,NA,true,4425.02
2010,2,17,B,42,NA,NA,NA,NA,NA,true,3035.85
2010,2,18,B,34,NA,NA,NA,NA,NA,true,23051.62
2011,2,18,B,54,NA,NA,NA,NA,NA,true,60.92
2011,2,19,A,28,NA,NA,NA,NA,NA,true,917.75
2010,2,21,B,87,NA,NA,NA,NA,NA,true,7457.36
2010,2,22,B,67,NA,NA,NA,NA,NA,true,19844.95
2010,2,25,B,81,NA,NA,NA,NA,NA,true,7677.9
2011,2,27,A,22,NA,NA,NA,NA,NA,true,15096.41
2010,2,27,A,92,NA,NA,NA,NA,NA,true,156617.26
2011,2,14,A,87,NA,NA,NA,NA,NA,true,17663.26
2011,2,16,B,47,NA,NA,NA,NA,NA,true,-500.0
2010,2,22,B,83,NA,NA,NA,NA,NA,true,1288.5
2011,2,26,A,34,NA,NA,NA,NA,NA,true,6751.13
2011,2,17,B,13,NA,NA,NA,NA,NA,true,20188.79
2011,2,18,B,80,NA,NA,NA,NA,NA,true,84.66
2010,2,19,A,58,NA,NA,NA,NA,NA,true,3677.0
2010,2,19,A,74,NA,NA,NA,NA,NA,true,16621.05
2011,2,20,A,16,NA,NA,NA,NA,NA,true,5128.36
2011,2,21,B,8,NA,NA,NA,NA,NA,true,18821.08
2010,2,21,B,19,NA,NA,NA,NA,NA,true,2152.57
2010,2,23,B,45,NA,NA,NA,NA,NA,true,86.87
2010,2,24,A,56,NA,NA,NA,NA,NA,true,2182.3
2010,2,26,A,97,NA,NA,NA,NA,NA,true,14305.88
2011,2,15,B,98,NA,NA,NA,NA,NA,true,127.5
2010,2,18,B,13,NA,NA,NA,NA,NA,true,45093.55
2010,2,19,A,27,NA,NA,NA,NA,NA,true,3227.3
2011,2,20,A,10,NA,NA,NA,NA,NA,true,45672.71
2010,2,21,B,59,NA,NA,NA,NA,NA,true,792.36
2010,2,21,B,79,NA,NA,NA,NA,NA,true,25913.08
2010,2,23,B,9,NA,NA,NA,NA,NA,true,27715.11
2010,2,23,B,16,NA,NA,NA,NA,NA,true,5292.73
2011,2,23,B,30,NA,NA,NA,NA,NA,true,8269.44
2011,2,24,A,52,NA,NA,NA,NA,NA,true,1412.86
2011,2,26,A,46,NA,NA,NA,NA,NA,true,9722.12
2010,2,27,A,29,NA,NA,NA,NA,NA,true,8057.46
2010,2,17,B,56,NA,NA,NA,NA,NA,true,1031.44
2011,2,20,A,37,NA,NA,NA,NA,NA,true,4754.3
2011,2,20,A,80,NA,NA,NA,NA,NA,true,41676.98
2010,2,21,B,28,NA,NA,NA,NA,NA,true,1312.02
2011,2,22,B,24,NA,NA,NA,NA,NA,true,7699.11
2010,2,23,B,25,NA,NA,NA,NA,NA,true,14865.47
2010,2,25,B,85,NA,NA,NA,NA,NA,true,2223.4
2011,2,26,A,2,NA,NA,NA,NA,NA,true,26420.87
2010,2,26,A,20,NA,NA,NA,NA,NA,true,3111.8
2010,2,26,A,54,NA,NA,NA,NA,NA,true,77.5
2011,2,24,A,30,NA,NA,NA,NA,NA,true,4323.1
2011,2,26,A,85,NA,NA,NA,NA,NA,true,1429.84
2010,2,27,A,44,NA,NA,NA,NA,NA,true,4684.16
2010,2,14,A,79,NA,NA,NA,NA,NA,true,34176.35
2010,2,15,B,40,NA,NA,NA,NA,NA,true,35032.49
2010,2,16,B,1,NA,NA,NA,NA,NA,true,18305.6
2011,2,16,B,59,NA,NA,NA,NA,NA,true,86.84
2010,2,17,B,2,NA,NA,NA,NA,NA,true,36920.11
2011,2,18,B,92,NA,NA,NA,NA,NA,true,45580.0
2011,2,22,B,9,NA,NA,NA,NA,NA,true,14374.99
2010,2,24,A,95,NA,NA,NA,NA,NA,true,98505.47
2011,2,25,B,95,NA,NA,NA,NA,NA,true,38501.06
2011,2,26,A,29,NA,NA,NA,NA,NA,true,4051.28
2011,2,26,A,33,NA,NA,NA,NA,NA,true,2812.58
2011,2,26,A,67,NA,NA,NA,NA,NA,true,10491.52
2011,2,15,B,80,NA,NA,NA,NA,NA,true,11.94
2011,2,17,B,30,NA,NA,NA,NA,NA,true,2101.64
2011,2,17,B,45,NA,NA,NA,NA,NA,true,11.94
2011,2,20,A,9,NA,NA,NA,NA,NA,true,16815.49
2011,2,20,A,72,NA,NA,NA,NA,NA,true,153842.37
2010,2,23,B,5,NA,NA,NA,NA,NA,true,40140.12
2010,2,24,A,24,NA,NA,NA,NA,NA,true,5842.79
2010,2,19,A,17,NA,NA,NA,NA,NA,true,21172.85
2010,2,20,A,1,NA,NA,NA,NA,NA,true,52734.17
2011,2,21,B,46,NA,NA,NA,NA,NA,true,19664.95
2010,2,24,A,27,NA,NA,NA,NA,NA,true,2558.0
2010,2,24,A,82,NA,NA,NA,NA,NA,true,15469.84
2011,2,27,A,28,NA,NA,NA,NA,NA,true,945.04
2010,2,15,B,52,NA,NA,NA,NA,NA,true,2175.95
2010,2,18,B,93,NA,NA,NA,NA,NA,true,844.62
2011,2,19,A,97,NA,NA,NA,NA,NA,true,20105.2
2011,2,20,A,5,NA,NA,NA,NA,NA,true,51924.95
2010,2,21,B,18,NA,NA,NA,NA,NA,true,13273.75
2011,2,21,B,91,NA,NA,NA,NA,NA,true,6680.46
2011,2,22,B,36,NA,NA,NA,NA,NA,true,1441.5
2011,2,23,B,33,NA,NA,NA,NA,NA,true,10736.19
2010,2,25,B,49,NA,NA,NA,NA,NA,true,8030.89
2011,2,26,A,12,NA,NA,NA,NA,NA,true,2766.13
2011,2,27,A,1,NA,NA,NA,NA,NA,true,42794.6
2011,2,27,A,60,NA,NA,NA,NA,NA,true,96.8
2010,2,14,A,81,NA,NA,NA,NA,NA,true,32474.17
2011,2,18,B,42,NA,NA,NA,NA,NA,true,6329.26
2010,2,19,A,28,NA,NA,NA,NA,NA,true,1026.3
2010,2,20,A,10,NA,NA,NA,NA,NA,true,57161.48
2011,2,21,B,98,NA,NA,NA,NA,NA,true,23.5
2010,2,23,B,93,NA,NA,NA,NA,NA,true,1048.74
2010,2,14,A,85,NA,NA,NA,NA,NA,true,1107.77
2011,2,16,B,26,NA,NA,NA,NA,NA,true,2018.95
2011,2,18,B,41,NA,NA,NA,NA,NA,true,811.0
2010,2,18,B,49,NA,NA,NA,NA,NA,true,15216.7
2011,2,18,B,93,NA,NA,NA,NA,NA,true,485.84
2011,2,19,A,50,NA,NA,NA,NA,NA,true,1064.0
2010,2,20,A,7,NA,NA,NA,NA,NA,true,33130.25
2010,2,21,B,27,NA,NA,NA,NA,NA,true,2500.38
2011,2,21,B,31,NA,NA,NA,NA,NA,true,3036.72
2011,2,21,B,38,NA,NA,NA,NA,NA,true,50710.63
2011,2,23,B,21,NA,NA,NA,NA,NA,true,7474.4
2011,2,23,B,29,NA,NA,NA,NA,NA,true,9879.86
2011,2,23,B,31,NA,NA,NA,NA,NA,true,3951.8
2011,2,26,A,23,NA,NA,NA,NA,NA,true,11146.13
2011,2,27,A,85,NA,NA,NA,NA,NA,true,3034.67
2011,2,19,A,10,NA,NA,NA,NA,NA,true,26025.41
2010,2,20,A,6,NA,NA,NA,NA,NA,true,9525.41
2011,2,20,A,30,NA,NA,NA,NA,NA,true,8378.98
2010,2,22,B,12,NA,NA,NA,NA,NA,true,3262.54
2011,2,23,B,9,NA,NA,NA,NA,NA,true,21048.32
2011,2,23,B,13,NA,NA,NA,NA,NA,true,32331.09
2010,2,24,A,17,NA,NA,NA,NA,NA,true,15128.33
2010,2,25,B,54,NA,NA,NA,NA,NA,true,200.0
2011,2,27,A,9,NA,NA,NA,NA,NA,true,13722.97
2010,2,17,B,54,NA,NA,NA,NA,NA,true,56.0
2010,2,17,B,80,NA,NA,NA,NA,NA,true,675.84
2011,2,19,A,87,NA,NA,NA,NA,NA,true,16095.96
2011,2,25,B,38,NA,NA,NA,NA,NA,true,44433.34
2010,2,25,B,56,NA,NA,NA,NA,NA,true,712.5
2011,2,26,A,49,NA,NA,NA,NA,NA,true,4572.56
2010,2,16,B,25,NA,NA,NA,NA,NA,true,3536.17
2011,2,20,A,81,NA,NA,NA,NA,NA,true,32132.32
2011,2,21,B,4,NA,NA,NA,NA,NA,true,20296.83
2010,2,22,B,95,NA,NA,NA,NA,NA,true,54513.23
2011,2,23,B,83,NA,NA,NA,NA,NA,true,1774.36
2010,2,26,A,13,NA,NA,NA,NA,NA,true,20835.57
2011,2,15,B,36,NA,NA,NA,NA,NA,true,678.0
